,user_name,lang,user_location,user_description,user_verified,date,text,hashtags,source
518,神霊廟,en,幻想郷,"Touhou quotes bot
// decrepit",False,2022-04-23 23:59:58,Cirno please stop freezing the toilet water we talked about this #jpzbot,['jpzbot'],twittbot.net
519,mia,en,,miles edgeworth my trophy wife,False,2022-04-23 23:59:58,Gummies chocolates lowk gross https://t.co/ESTa7OiAUe,,Twitter for iPhone
520,Tsunami Gotti,en,Hitsville,"Show boatin with Rugers, flashvines, belafonte vigga/

let's get for what it's worth as we confiscate yo figgas/",False,2022-04-23 23:59:58,Ok but need the coochie 4 more times https://t.co/86j9BoFEN8,,Twitter for Android
521,Tidda (Troll Crood Sewer Rat) ✊🏽🙌🏾👍🏽✊🏽❤️🖤💛,en,"Brisbane, Queensland","believes in social justice, and human rights! Strong Aboriginal kalkadoon woman! WTF is happening in our country today👎DM only for mates!",False,2022-04-23 23:59:58,@Narty0071 Same ❤️💛🖤,,Twitter for iPhone
522,S West,en,,"Born & raised in NOLA. LSU 💜💛/Saints fan ⚜️. Cheer Mom.  Faith, Family & Football are my passions.  Reality TV is my guilty pleasure!",False,2022-04-23 23:59:58,@the_realest_tv Not a fan of this look at all https://t.co/1Q7h2xRmDo,,Twitter for iPhone
523,momo,en,,,False,2022-04-23 23:59:58,"@x1edao Don’t have ENS but this is my metamask address.

0x0eF1842fa3e52DCDfa0111552a4819482233D86c",,Twitter Web App
524,Jose Sanchez,en,"Riverside, CA",♍️🤷🏽‍♂️💪🏽🥂👑,False,2022-04-23 23:59:58,@napoleonsan1989 But peep the whole ass salad bowl lmfaoo,,Twitter for iPhone
525,MuseMe,en,,"A muse, in the most basic sense, is a person who serves as an inspiration to an artist. @spy_chic is watching 👀 you… be nice please.",False,2022-04-23 23:59:58,@ElysianSteve @ValentinoAndy77 @sheri_lynn95252 @tghenry17 @ardie_myers @JayMcIn10737303 @JenniferMlott @AnneAnd59185576 @DenzilIrvin @chandler_colin @melissamorris50 That’s good 💜,,Twitter for iPhone
526,mio,en,,taken by @PonyHall3,False,2022-04-23 23:59:58,@Thick_Toga for being to cutie,,Twitter Web App
527,𝐉𝐚𝐞𝐦𝐢𝐧𝐞🐰🍑,en,twt edit : coffern_00,#Jaemin🐰 #Jaehyun🍑 #Taeyong🌹 #Sehun🐣,False,2022-04-23 23:59:58,@jaeembul Done all rules. Mutualan yukk 😁,,Twitter for Android
528,Sean Foster,en,"Washington, DC Area",I don't drink and I love to play video games. Fighting the war on monetization. Fuck lootboxes. Sobriety date 5/10/2011. PSN - Seantaku,False,2022-04-23 23:59:58,@BioticNova best to hoard them and not risk it. Thats my motto,,Twitter Web App
529,alvin 😈,en,socal .00223,lft | @Soberlin110 | @Dyno_R6 | @briyohs | he/him,False,2022-04-23 23:59:58,@StraberryMochi get me in,,Twitter for Android
530,big brisket justin 2020♓️♐️♊️♏️♒️♑️,en,sagittarius sun gemini moon ,"32 computer programmer , LA grandmapilled-- one free 🇵🇸 state, 18+ Director of the Clear Substrates Design Laboratory in North Hills - they/them",False,2022-04-23 23:59:58,knowing thing and bumping in to things,,Twitter for iPhone
531,Arekia. 🏹,en,,focu$ed // unavailable //. IG : @100kayy.,False,2022-04-23 23:59:58,Happy early birthday lil girl @prettylil_dae 🥳,,Twitter for iPhone
532,Every Earthquake,en,Earth,Tweeting every earthquake occurrence reported by USGS.  Built and maintained by David Barkman aka @cybler.,False,2022-04-23 23:59:58,"USGS reports a M1.42 earthquake, 6km WNW of Cobb, CA on 4/23/22 @ 23:57:13 UTC https://t.co/SeIMyDWvFK #earthquake",['earthquake'],everyEarthquake
533,mimi🏳️,en,XIX.V.MMI,A ceo in procrastination,False,2022-04-23 23:59:58,I destroy everything that’s good for mee,,Twitter for iPhone
534,MeetSingtoKrist,en,,#SingtoPrachaya @stjinx_maya #KristPerawat @kristtps #ทีมพีรญา 🦁🐢Since 2018.09.01 ∞This is my love❤️ IG:@MeetSingtoKrist,False,2022-04-23 23:59:58,"20220424
@kristtps IGS Update
#SingtoPrachaya #KristPerawat #ทีมพีรญา #MeetSingtoKrist https://t.co/ExbbmAXJDD","['SingtoPrachaya', 'KristPerawat', 'ทีมพีรญา', 'MeetSingtoKrist']",Twitter for iPhone
535,"Amanda ,amandasweetstar",en,"Suffolk, VA",I my name is amanda♡New twitch streamer♡sims4♡ gamer♡ channel https://t.co/3LIrUlO8hI♡girly gamer♡,False,2022-04-23 23:59:58,I’m live on Twitch - Watch me at https://t.co/nFJz3W7pMJ,,Twitter for iPhone
536,Joe Hehl,en,"Chicago, IL",vegan recipe writer + content machine https://t.co/ybzAxVxRec • IG in linktree • marketing + stuff @alarmistbrewing • pilot G2 0.7 enthusiast,False,2022-04-23 23:59:58,god I fucking hate vegans https://t.co/WYtHFzfC6k,,Twitter for iPhone
537,Jade 🌸,en,Oklahelpme,she/her • 23 • transsexual communist lesbian,False,2022-04-23 23:59:58,@dimidiumvitae i'm an american it's my culture,,Twitter for Android
538,SR panini🐣,en,dallas,vannesa // val for @shopifyrebels // c❤️🐤,False,2022-04-23 23:59:58,@hh_Zay I KNOW... BUT LIKE nobody knows shortybull 😭 i gotta explain everytime i go to the dogpark,,Twitter Web App
539,"Dahlila, Boosted ×2",en,Northern California,Easily distracted by dogs + thrift stores. Vaccinated! Send coffee. 🐺☕🔎🗝🏙,False,2022-04-23 23:59:58,"Also, was going to get major dirt at the Depot but honestly, I don't want to go out in the world. There's a chaotic vibe. Maybe tomorrow.",,Twitter Web App
540,John Reed,en,,love everything sooner football,False,2022-04-23 23:59:58,@texas_d11 @angrybevo21 @kkirtley26 Bahaha you mean your wins on vhs vs Oklahoma I'll have e to go and look at an antique store for those good try again though 5-7,,Twitter for Android
541,Jessé A,en,"Lagos, Nigeria","Music Producer, Sound Engineer || Komplete Maschine. @44db_collective ijessealordiah@gmail.com 📩",False,2022-04-23 23:59:58,rnb fan girls &gt;&gt;,,Twitter for iPhone
542,BoxOfficeFilms,en,"Mountain View, CA","The Box Office Films Site - Global Box Office news, reviews, facts and figures.",False,2022-04-23 23:59:58,"The Oscar winning movie Platoon from director Oliver Stone was released in the UK on this day in 1987 - 35 years ago.
https://t.co/Cutww4YyWC
Sun, 24 April 2022 01:46:35 GMT https://t.co/aMvjKXS6VL",,Zapier.com
543,sofia ✘,en,tetas,kería una nobia i chaeyoung aceptó 🫶,False,2022-04-23 23:59:58,@suhcaritas KIEN,,Twitter for Android
544,заботиться товарища,en,Smolensk,Communism will win.,False,2022-04-23 23:59:58,"Council Communism is, in a word, have to change my pants.",,"Cheap Bots, Done Quick!"
545,nadia,en,blk,Founding father of bbhl twt,False,2022-04-23 23:59:58,HELP WJAT IS THSI https://t.co/vE93BzcWMT,,Twitter for iPhone
546,Doug B.....,en,,,False,2022-04-23 23:59:58,@stephenfhayes He prioritizes defeating Rinos! And he should! Try and report the truth for a change!,,Twitter for iPhone
547,John,en,,"WonkeyDonkey Discord: https://t.co/Zxsm4GT1e3

Digital Fever TG: https://t.co/ccI6tCsGAL…",False,2022-04-23 23:59:58,"@CryptoJim77 Hey,
What do you think of @Rev3alTech project ?
Just need to know your opinion about them before i own some..
Thanks",,Twitter Web App
548,EDE🇻🇦,en,,22 yr that likes different types of media. I praise the lord in Heaven✝️ 💜@RyanGosling💜,False,2022-04-23 23:59:58,@EvilDead_stan Yepp,,Twitter for iPhone
549,Richard Lloyd Bentz,en,Deutschland,Magister Artium / Konfliktanalyst Naher Osten & Östliches Mittelmeer,False,2022-04-23 23:59:58,@farhad_shami #Armenians massacred ten thousands of #Muslim #Kurds in East #Anatolia between 1915-1917. The revenge was hard that’s true. But you’re right. The Kurds should leave East Anatolia and give the houses back to the Armenians. Good idea. https://t.co/JDUhkXY47d,"['Armenians', 'Muslim', 'Kurds', 'Anatolia']",Twitter for iPhone
550,Priyansh,en,Andromeda,"18 y/o | Introvert 
Friends, memes, tech and fun :)
Telegram ID: @Priyanshftw
Alt: @PriyanshP69",False,2022-04-23 23:59:58,"@sondesix Most of them yes, including me",,Twitter Web App
551,parker ?!,en,he/him minor,a walking piece of shit in a stupid looking jacket,False,2022-04-23 23:59:58,accidentally said slay in front of my dad,,Twitter Web App
552,Mask Lyric Bot,en,Your mom's bed,"Created on December 10th

12/13/21 - Fixed spelling errors. Working on image issues",False,2022-04-23 23:59:58,so terrifying https://t.co/B5YvmGvNbC,,"Cheap Bots, Done Quick!"
553,Kirsten,en,"Potsdam, NY","I ❤️ Northern N.Y.
Take off eh!
#GenX",False,2022-04-23 23:59:58,"@ResisterForever I am that 8 year old white girl, along with my 11 year old sister.  Not only were we taken in the back of the police car in cuffs, our parents were waiting for us at the station, as should be.  It's about teaching accountability to children.",,Twitter Web App
554,#Enkanini_mawuthanda,en,ngakini,akunsizwa amanyala inxaphanxapha. I follow back unless you have porn and other controversial things on your timeline.,False,2022-04-23 23:59:58,@MNUFC Love and peace always 🇿🇦🇿🇦🇿🇦🇿🇦,,Twitter for Android
555,Nerikull Murakami 🇺🇦,en,Chicagoland Area,"52, Male, Vaccinated, Agnostic, Gay, Furry, Snarker, Music Lover, Metalhead, SCIENCE!, weirdo, disabled, widower. I am me, I will never be you.",False,2022-04-23 23:59:58,"CLEAR THEM AIRLANES!!! It's a clash of classics tonight, as ""Frankenstein Meets the Wolf Man""!

Plastic surgery gone wrong vs werewolfery! 

HI-KEEBA!   #Svengoolie https://t.co/qVykgXOsHA",,TweetDeck
556,Arab Guy,en,"Cairo, Egypt 🇪🇬","🇪🇬ض☪️, 📗-🇵🇸 🇱🇾🇸🇾🇮🇶🇾🇪🇸🇦🇱🇧🇸🇩🇲🇦🇩🇿🇹🇳🇯🇴                                                                        ⃠ 🏳️‍🌈⃠🇹🇷⃠ 🇮🇷⃠🇮🇱",False,2022-04-23 23:59:58,"@SafaviYazuma @m123dz Egypt isn't that much Zionist , if you visit Cairo or any other governance rather than Sinai you will see it , and Egypt is like that because they aren't nasserist anymore , Nassrist Egypt ended in 1971 when Sadat changed the people in power in Nasser's Regime",,Twitter for Android
557,Syracuse Crunch,en,"Syracuse, NY",Syracuse Crunch Hockey Club | Proud @theAHL affiliate of back-to-back #StanleyCup Champions @TBLightning #TampaCuse ⚡️👊,True,2022-04-23 23:59:58,"Time to turn it up!

#LAVvsSYR https://t.co/sZBBn7rhws",['LAVvsSYR'],Twitter Media Studio
558,ztalpnielk,en,,,False,2022-04-23 23:59:58,@jabo702 @MillieOfferman @DickYoungsGhost @Lora_Tenenbaum @NYCComptroller @NYCCouncil Start with @Disney,,Twitter for Android
559,L 🤍🖤,en,MNL,"she/her | changkyun, hyunghyuk, kiho, honey and nunu 🥰",False,2022-04-23 23:59:58,As a friend? https://t.co/Kr1u3FJzex,,Twitter for Android
560,aurelie,en,,just a classic nhl fan,False,2022-04-23 23:59:58,@Planechuter @scottmatla Where’s the sens??,,Twitter for iPhone
561,x -⚡Brandon Hagel Enjoyer⚡,en,"Tampa, FL",#GoBolts,False,2022-04-23 23:59:58,@hagelsbagels38 They're a great team aren't they? 😂,,Twitter for Android
562,Naveen Prabodha,en,,,False,2022-04-23 23:59:58,@GoBall_io Good project,,Twitter for Android
563,JP Plunkett,en,"Milton, MA","Commercial real estate news/analysis: @reddomerealty. This is my “personal account”, as they say. I’ll go easy on the opinions.",False,2022-04-23 23:59:58,@BeerlyBaseball Not as high as you’d think. Loads of respect and clear cut all time great but certainly not Top 10 is most ppl’d rank him. Sorry.,,Twitter for iPhone
564,theo friend lover 🧸🌷,en,he him | 22,fruitcuptwt 🍒 husband @canolebeans,False,2022-04-23 23:59:58,@canolebeans true pilled wokebased,,Twitter for iPhone
565,Hontuka {313},en,,🤌🏼🤌🏼🤌🏼,False,2022-04-23 23:59:58,@Ogibx @CetsOnCreck @CetsCommunity Welcomeeee 🤌,,Twitter for Android
566,膣屄,en,they he ic asagizuisen,i like lelouch,False,2022-04-23 23:59:58,@calicogrden hands?,,Twitter for iPhone
567,kurt 👨‍🦯,en,,yo,False,2022-04-23 23:59:58,@tylerthecreator mf def got a degrading kink https://t.co/yrbIQnGCm2,,Twitter for iPhone
568,Anthony,en,,This echo chamber needs some balance.,False,2022-04-23 23:59:58,@RepThomasMassie What's you're favorite type of mushroom? I think it's golden teachers but I love a good flying saucer or Costa Rican.,,Twitter Web App
569,Max wins,en,🇵🇭,Joining Acc || Tag me in ga ||,False,2022-04-23 23:59:58,@ladyincrypto @supermisfitsnft Done https://t.co/venFWTE9cp,,Twitter for Android
570,☁️ weronika⁷,en,she/her,#TAEHYUNG: ʰᵃʳⁱ ˢᵗⁱˡᵉ,False,2022-04-23 23:59:58,@chipchromerry @PauPauPaulina94 why did u crop him out like that tho 😭😭😭😭😭,,Twitter for Android
571,Miss_Vedra,en,,"Elegant Cyborg. Formerly your @MissVedra. Exvangelical, Poly, Kinky, Domme. I am the hottest person in your grocery store. Be welcome, be polite. She/her",False,2022-04-23 23:59:58,Giving up on someone who isn’t trying isn’t actually giving up on anything.,,Twitter for iPhone
572,TheMoonMayor,en,"Moon, The",Fuck #nazi #racists #fascists and all the others who hate.,False,2022-04-23 23:59:58,@Brandon_Bird It's like people have amnesia when it comes to gas prices. Every goddamn time,,Twitter for Android
573,NWBufficahn,en,On the rocket.,GME elitist.  What can I say?  I like the stock. $GME $LRC $IMX,False,2022-04-23 23:59:58,@shortdestroyer @kay_enne @MelissaLeeCNBC She can’t. https://t.co/p3nnLoSF4w,,Twitter Web App
574,Hamish Zerbinati,en,Milan & Modena (Italy),"🇮🇹🇪🇺🇦🇺 Game Designer on @RabbidsOfficial , former QA on @GhostRecon_UK - History buff, Iron Age reenactor, love board games & ttrpgs",False,2022-04-23 23:59:58,"@noeimin @ClaraTheKind 👀
Sorry not sorry https://t.co/96elj199tu",,Twitter for Android
575,Sharmy,en,,"Love animals, vintage/classic entertainment & stars. Against all animal cruelty. Like nice people, kindness, good manners and laughter!",False,2022-04-23 23:59:58,@TwoPaddocks Another feather in your cap!,,Twitter Web App
576,GMD Gablor Rin Sillydog,en,"Virginia Beach, VA","Gender isnt real, Just be Silly! butte dug 💪🔥🏀Skateboarder🛹 The Kowa dug🎉Silly pills since 9/21/21 Gab/Lor SillydogSillydogSillydogSillydogSillydogSilly",False,2022-04-23 23:59:58,Silly flippy over big orang! Little hand smack but the fact that I bumped the orang is insane enough to be satisfied with the land https://t.co/9ZI6kqVFr2,,Twitter for iPhone
577,🐐,en,EAST BLUE,,False,2022-04-23 23:59:58,"@KKslidurr @Broken_Systems @PlumeDude @Blazflama @PayArcanum No it wasn’t, haki wasn’t introduced until around ep 300 when luffy used conquers haki. You can’t introduce an ability with no explanation, that’s called a plot hole, not an introduction. https://t.co/KQ92rfXoJs",,Twitter for iPhone
578,sapphbot,en,,"dog food isnt that bad | quotes, song lyrics, other texts that @pkspsapph likes | replies are automated",False,2022-04-23 23:59:58,you motherfuckers better be lifting with your legs and not your back,,"Cheap Bots, Done Quick!"
579,Freddie Fan 🌊🌊🌊,en,,Rebuilding and hoping to save Democracy. Truth matters. Vote blue. Resist. Never give up. FBR,False,2022-04-23 23:59:58,"@mmpadellan Trump rallies are really starting to take on a circus atmosphere complete with clowns in  full costume.
He must realize that most the people who support him aren’t normal.",,Twitter for iPhone
580,MikeosorusRex {BNTY),en,,Bounty Hunter Space Guild 🙌❤️📈,False,2022-04-23 23:59:58,@ZuidPeter @axelverse_m @DegenDojoNFT @TheStonedFrogs What about @BountyHunterNFT they have growing utility for their #StakingRewards $BNTY also with only 150 listed 👀 https://t.co/uNgN7QxVfa,,Twitter for iPhone
581,Joe Scrivner,en,"Northport, AL",Lover of Music and Photography,False,2022-04-23 23:59:58,"Nathaniel Ratliff and The Night Sweats

SOB 

https://t.co/fmQ9fjdQ3m",,Twitter for iPhone
582,lia from da block,en,"Miami, FL",THE BIG HOMIE🦋,False,2022-04-23 23:59:58,And if he eating pussy he a ass eater,,Twitter for iPhone
583,Autogenerated player,en,,📸: @delamomanny,False,2022-04-23 23:59:58,When I realize I’ll be alone forever but then I realize I’ll be left alone forever https://t.co/b5EjMTUsAE,,Twitter for iPhone
584,Don’t.,en,Saint Vincent and the Grenadin,"🇻🇨 || Woke up one day, and it was all on me",False,2022-04-23 23:59:58,Never me again lol,,Twitter for iPhone
585,Coinish,en,,this is now my REGULAR account...,False,2022-04-23 23:59:58,@WhompReborn Don't disrespect my boy kirby like that,,Twitter for Android
586,Muhmmad Talha(virgo)🇵🇰🇹🇷🇵🇸🇦🇫,en,Allah ki zameen,Allah help those Who help others...,False,2022-04-23 23:59:58,@izkhan_ Morning,,Twitter for Android
587,Xolani Funde,en,"Uitenhage, South Africa","Registered Social Worker @mandelauni , Radio Personality @KingfisherFMnmb, Speaker. I love Jesus Christ!

SPORT: Soccer, loves @orlandopirates 🏴‍☠️",False,2022-04-23 23:59:58,@SosoFunde We see them🤣🤣🤣🤣,,Twitter Web App
588,Amaru-FREEDMEN 🇺🇸🇺🇸,en,,12th Generation American descendant of emancipated Freedmen,False,2022-04-23 23:59:58,Folks just don’t be listening seriously where do you think they are getting those wombs from? Cis this and Cis that meanwhile Sis are coming up missing. https://t.co/IqB14E6yKq https://t.co/5M6hAcwzrB,,Twitter for iPhone
589,Matt,en,twitch.tv/afcmattinho,"Arsenal home & occasionally away - European Football watcher. Occasional writer @FootballOTH, mattinhofooty on tiktok. 1/4 @TM4Pod",False,2022-04-23 23:59:58,@MessiMX30ii @HAftbI Yes yes yes,,Twitter for iPhone
